State,Office.Level,Body.Name,Body_Represents_State,Body_Represents_County,Body_Represents_Muni,Office.Name,Official.Name,Official.Party,locality,votes
VA,County,Highland County Board of Supervisors,VA,Highland County,,Member Board of Supervisors At Large (HIGHLAND COUNTY),David W. Blanchard Jr.,,Highland County,820
VA,County,Prince William County School Board,VA,Prince William County,,Member School Board (WOODBRIDGE DISTRICT),Loree Y. Williams,,Prince William County,5476
VA,County,,VA,Fauquier County,,Clerk of Court (FAUQUIER COUNTY),Gail H. Barb,,Fauquier County,13183
VA,County,Pulaski County Board of Supervisors,VA,Pulaski County,,Member Board of Supervisors (CLOYD DISTRICT),"Joseph W. ""Joe"" Guthrie",,Pulaski County,933
VA,County,Nottoway County School Board,VA,Nottoway County,,Member School Board (DISTRICT 3),"Clive C. Pettis, Sr.",,Nottoway County,378
VA,County,Halifax County School Board,VA,Halifax County,,Member School Board (DISTRICT 4),Joseph H. Gasperini,,Halifax County,883
VA,County,,VA,Washington County,,Member Town Council - Glade Spring - Special (GLADE SPRING),Jerry T. Coleman,,Washington County,197
VA,County,Russell County School Board,VA,Russell County,,Member School Board (DISTRICT 5),"Donald G. ""Donnie"" Ramey",,Russell County,554
VA,County,,VA,Washington County,,Soil and Water Conservation Director Holston River District (WASHINGTON COUNTY),David E. DeBusk,,Washington County,7595
VA,County,,VA,Spotsylvania County,,Treasurer (SPOTSYLVANIA COUNTY),Larry K. Pritchett,,Spotsylvania County,19319
VA,County,,VA,Lee County,,Soil and Water Conservation Director Daniel Boone District (LEE COUNTY),Jerry L. Ingle,,Lee County,3788
VA,County,Dinwiddie County Board of Supervisors,VA,Dinwiddie County,,Member Board of Supervisors (DISTRICT 1),Harrison A. Moody,,Dinwiddie County,1262
VA,County,Loudoun County Board of Supervisors,VA,Loudoun County,,Member Board of Supervisors (DULLES DISTRICT),Matthew F. Letourneau,,Loudoun County,6243
VA,County,Buckingham County Board of Supervisors,VA,Buckingham County,,Member Board of Supervisors (DISTRICT 3),"D. R. ""Don"" Matthews, Jr.",,Buckingham County,255
VA,County,,VA,Patrick County,,Commonwealth's Attorney (PATRICK COUNTY),Stephanie B. Vipperman,,Patrick County,3480
VA,County,Isle Of Wight County School Board,VA,Isle Of Wight County,,Member School Board - Special (HARDY DISTRICT),Alvin W. Wilson,,Isle Of Wight County,958
VA,County,,VA,Dickenson County,,Soil and Water Conservation Director Lonesome Pine District (DICKENSON COUNTY),Travis C. Mullins,,Dickenson County,3075
VA,County,,VA,Shenandoah County,,Treasurer (SHENANDOAH COUNTY),Cindy A. George,,Shenandoah County,8789
VA,County,,VA,Mathews County,,Commissioner of Revenue (MATHEWS COUNTY),"Leslie L. ""Les"" Hall",,Mathews County,2413
VA,County,Stafford County School Board,VA,Stafford County,,Member School Board (GEORGE WASHINGTON DISTRICT),Dewayne McOsker Jr.,,Stafford County,1251
VA,County,,VA,Frederick County,,Commissioner of Revenue (FREDERICK COUNTY),Ellen E. Murphy,,Frederick County,12281
VA,County,Westmoreland County School Board,VA,Westmoreland County,,Member School Board (DISTRICT 2),Write In,,Westmoreland County,366
VA,County,,VA,Nelson County,,Treasurer (NELSON COUNTY),"Angela F. ""Angi"" Johnson",,Nelson County,3531
VA,City,,VA,,Emporia City,Commonwealth's Attorney (EMPORIA CITY-GREENSVILLE COUNTY),Patricia Taylor Watson,,Emporia City,1184
VA,County,Prince William County School Board,VA,Prince William County,,Member School Board (COLES DISTRICT),"William J. ""Willie"" Deutsch",,Prince William County,4707
VA,County,Westmoreland County Board of Supervisors,VA,Westmoreland County,,Member Board of Supervisors (DISTRICT 1),Darryl E. Fisher,,Westmoreland County,690
VA,County,Northumberland County Board of Supervisors,VA,Northumberland County,,Member Board of Supervisors (DISTRICT 1),"A. Joseph ""Joe"" Self, Sr.",,Northumberland County,640
VA,County,,VA,Clarke County,,Commonwealth's Attorney (CLARKE COUNTY),"Suzanne L. ""Suni"" Mackall",,Clarke County,3003
VA,County,,VA,York County,,Commissioner of Revenue (YORK COUNTY),Ann H. Thomas,,York County,11084
VA,County,Halifax County School Board,VA,Halifax County,,Member School Board (DISTRICT 1),Orey Thomas Hill,,Halifax County,546
VA,County,Cumberland County School Board,VA,Cumberland County,,Member School Board (DISTRICT 3),Eurika Trent-Tyree,,Cumberland County,332
VA,County,Caroline County School Board,VA,Caroline County,,Member School Board (WESTERN CAROLINE DISTRICT),John I. Copeland,,Caroline County,765
VA,County,Sussex County School Board,VA,Sussex County,,Member School Board (COURTHOUSE DISTRICT),"M. E. ""Eddie"" Morris, Jr.",,Sussex County,427
VA,County,Hanover County Board of Supervisors,VA,Hanover County,,Member Board of Supervisors (COLD HARBOR DISTRICT),Scott A. Wyatt,,Hanover County,2407
VA,County,Russell County Board of Supervisors,VA,Russell County,,Member Board of Supervisors (DISTRICT 3),"Carl H. ""Peanut""  Rhea",,Russell County,668
VA,County,,VA,Lunenburg County,,Sheriff (LUNENBURG COUNTY),Arthur Townsend Jr.,,Lunenburg County,1840
VA,County,,VA,Fauquier County,,Treasurer (FAUQUIER COUNTY),Tanya Remson Wilcox,,Fauquier County,12910
VA,County,Augusta County School Board,VA,Augusta County,,Member School Board - 2 Year Term (BEVERLEY MANOR DISTRICT),Jeremy L. Shifflett,,Augusta County,256
VA,County,,VA,Bedford County,,Clerk of Court (BEDFORD COUNTY),Cathy C. Hogan,,Bedford County,12010
VA,County,Bath County Board of Supervisors,VA,Bath County,,Member Board of Supervisors (WILLIAMSVILLE DISTRICT),Stuart L. Hall,,Bath County,122
VA,County,Fluvanna County School Board,VA,Fluvanna County,,Member School Board (PALMYRA DISTRICT),Brenda P. Pace,,Fluvanna County,590
VA,County,,VA,Madison County,,Commonwealth's Attorney (MADISON COUNTY),Clarissa T. Berry,,Madison County,1983
VA,County,Orange County School Board,VA,Orange County,,Member School Board (DISTRICT TWO),Sherrie W. Page,,Orange County,1220
VA,County,,VA,Spotsylvania County,,Sheriff (SPOTSYLVANIA COUNTY),Roger L. Harris,,Spotsylvania County,12184
VA,County,Wythe County Board of Supervisors,VA,Wythe County,,Member Board of Supervisors At Large (WYTHE COUNTY),"Timothy A. Reeves, Sr.",,Wythe County,5519
VA,City,,VA,,Lexington City,Clerk of Court (LEXINGTON CITY-ROCKBRIDGE COUNTY),D. Bruce Patterson,,Lexington City,1005
VA,County,Russell County School Board,VA,Russell County,,Member School Board (DISTRICT 3),"Alex S. Zachwieja, Jr.",,Russell County,960
VA,County,Buckingham County School Board,VA,Buckingham County,,Member School Board (DISTRICT 6),"T. W. ""Hut"" Hutcherson",,Buckingham County,253
VA,County,Bland County Board of Supervisors,VA,Bland County,,Member Board of Supervisors (DISTRICT 3),Randy L. Johnson,,Bland County,291
VA,County,Bath County Board of Supervisors,VA,Bath County,,Member Board of Supervisors (VALLEY SPRINGS DISTRICT),Richard B. Byrd,,Bath County,288
VA,County,James City County School Board,VA,James City County,,Member School Board (BERKELEY DISTRICT),Sandra S. Young,,James City County,2301
VA,County,Richmond County Board of Supervisors,VA,Richmond County,,Member Board of Supervisors (DISTRICT 3),"W. C. ""Bill"" Herbert II",,Richmond County,336
VA,County,,VA,Accomack County,,Soil and Water Conservation Director Eastern Shore District (ACCOMACK COUNTY),"Fred W. Holland, II",,Accomack County,4425
VA,County,Prince William County School Board,VA,Prince William County,,Member School Board (OCCOQUAN DISTRICT),Lillie G. Jessie,,Prince William County,4828
VA,County,York County School Board,VA,York County,,Member School Board (DISTRICT 4),R. Page Minter,,York County,1736
VA,County,Pulaski County Board of Supervisors,VA,Pulaski County,,Member Board of Supervisors (DRAPER DISTRICT),Dean K. Pratt,,Pulaski County,652
VA,County,,VA,Brunswick County,,Member Town Council (BRODNAX),Alvin Wayne Hayspell,,Brunswick County,37
VA,County,,VA,Brunswick County,,Member Town Council (BRODNAX),"James M. ""Jimmy"" Jones, J",,Brunswick County,37
VA,County,,VA,Surry County,,Member Town Council - Special (CLAREMONT),Quinton T. Jones,,Surry County,60
VA,County,Nottoway County School Board,VA,Nottoway County,,Member School Board (DISTRICT 1),"Curtis L. Hurte, Jr.",,Nottoway County,611
VA,County,Floyd County Board of Supervisors,VA,Floyd County,,Member Board of Supervisors (DISTRICT D),Joe D. Turman,,Floyd County,351
VA,County,Lancaster County School Board,VA,Lancaster County,,Member School Board (DISTRICT 2),Kenya Gibson Moody,,Lancaster County,381
VA,County,,VA,Craig County,,Soil and Water Conservation Director Mountain Castles District (CRAIG COUNTY),Write In,,Craig County,165
VA,City,,VA,,Norton City,Sheriff (NORTON CITY-WISE COUNTY),"R. D. ""Ronnie"" Oakes",,Norton City,627
VA,County,,VA,Amherst County,,Commonwealth's Attorney (AMHERST COUNTY),W. Lyle Carver,,Amherst County,6141
VA,County,Fairfax County School Board,VA,Fairfax County,,Member School Board At Large (FAIRFAX COUNTY),Ilryong Moon,,Fairfax County,84364
VA,County,,VA,Bath County,,Sheriff (BATH COUNTY),Robert W. Plecker,,Bath County,1386
VA,County,Franklin County School Board,VA,Franklin County,,Member School Board (BLUE RIDGE DISTRICT),Julie McBride Nix,,Franklin County,818
VA,County,,VA,Sussex County,,Commonwealth's Attorney (SUSSEX COUNTY),Lyndia Person Ramsey ,,Sussex County,2168
VA,County,,VA,Fairfax County,,Soil and Water Conservation Director Northern Virginia District (FAIRFAX COUNTY),George W. Lamb IV,,Fairfax County,94302
VA,County,Buckingham County School Board,VA,Buckingham County,,Member School Board (DISTRICT 3),"H. Ed Wise, Jr.",,Buckingham County,427
VA,County,,VA,Prince Edward County,,Clerk of Court (PRINCE EDWARD COUNTY),Machelle Jackson Eppes,,Prince Edward County,3435
VA,County,,VA,Rockingham County,,Mayor - Broadway (BROADWAY),Timothy S. Proctor,,Rockingham County,547
VA,County,Fairfax County Board of Supervisors,VA,Fairfax County,,Member Board of Supervisors (SULLY DISTRICT),Kathy L. Smith,,Fairfax County,11206
VA,County,Surry County Board of Supervisors,VA,Surry County,,Member Board of Supervisors (DENDRON DISTRICT),Michael H. Drewry,,Surry County,320
VA,County,,VA,Madison County,,Treasurer (MADISON COUNTY),Stephanie G. Murray,,Madison County,2844
VA,County,King William County Board of Supervisors,VA,King William County,,Member Board of Supervisors (SECOND DISTRICT),Travis J. Moskalski,,King William County,462
VA,County,Nottoway County Board of Supervisors,VA,Nottoway County,,Member Board of Supervisors (DISTRICT 3),Helen M. Simmons,,Nottoway County,601
VA,County,King William County Board of Supervisors,VA,King William County,,Member Board of Supervisors (FOURTH DISTRICT),David E. Hansen,,King William County,286
VA,County,,VA,Sussex County,,Tie Breaker Board of Supervisor (SUSSEX COUNTY),"W. J. ""Bill"" Collins, Jr.",,Sussex County,1294
VA,County,Spotsylvania County Board of Supervisors,VA,Spotsylvania County,,Member Board of Supervisors (SALEM DISTRICT),Paul Trampe,,Spotsylvania County,2365
VA,County,Halifax County Board of Supervisors,VA,Halifax County,,Member Board of Supervisors (DISTRICT 4),Dennis  Witt,,Halifax County,919
VA,County,,VA,Craig County,,Treasurer (CRAIG COUNTY),Jackie Myers Parsons,,Craig County,1713
VA,County,,VA,Giles County,,Mayor - Special (GLEN LYN),James H. Spencer,,Giles County,13
VA,City,,VA,,Williamsburg City,Clerk of Court (JAMES CITY COUNTY-WILLIAMSBURG CITY),Mona A. Foley,,Williamsburg City,2338
VA,County,Brunswick County Board of Supervisors,VA,Brunswick County,,Member Board of Supervisors (DISTRICT 4),Frederick A. Harrison Sr.,,Brunswick County,466
VA,County,Pittsylvania County School Board,VA,Pittsylvania County,,Member School Board (STAUNTON RIVER DISTRICT),Don C. Moon,,Pittsylvania County,1260
VA,County,Fairfax County Board of Supervisors,VA,Fairfax County,,Member Board of Supervisors (HUNTER MILL DISTRICT),Catherine M. Hudgins,,Fairfax County,17242
VA,County,Campbell County School Board,VA,Campbell County,,Member School Board (CONCORD DISTRICT),Barry A. Jones,,Campbell County,1023
VA,County,Alleghany County Board of Supervisors,VA,Alleghany County,,Member Board of Supervisors (SHARON DISTRICT),Cletus W. Nicely,,Alleghany County,557
VA,County,,VA,Halifax County,,Member Town Council - Special (SOUTH BOSTON),Billy Clarke,,Halifax County,1265
VA,County,,VA,Culpeper County,,Commonwealth's Attorney (CULPEPER COUNTY),Paul R. Walther,,Culpeper County,5127
VA,County,York County Board of Supervisors,VA,York County,,Member Board of Supervisors (DISTRICT 2),Sheila S. Noll,,York County,1344
VA,County,Halifax County Board of Supervisors,VA,Halifax County,,Member Board of Supervisors (DISTRICT 1),J. T. Davis,,Halifax County,702
VA,County,,VA,Shenandoah County,,Commissioner of Revenue (SHENANDOAH COUNTY),Kathy A. Black,,Shenandoah County,8570
VA,County,Rappahannock County Board of Supervisors,VA,Rappahannock County,,Member Board of Supervisors (HAMPTON DISTRICT),John Lesinski,,Rappahannock County,294
VA,County,Rappahannock County School Board,VA,Rappahannock County,,Member School Board (JACKSON DISTRICT),John Wesley Mills,,Rappahannock County,490
VA,County,,VA,Albemarle County,,Sheriff (ALBEMARLE COUNTY),"J. E. ""Chip"" Harding",,Albemarle County,18262
VA,County,,VA,Dinwiddie County,,Clerk of Court (DINWIDDIE COUNTY),J. Barrett Chappell Jr.,,Dinwiddie County,5068
VA,County,Wythe County School Board,VA,Wythe County,,Member School Board (DISTRICT 6),Chalmer L. Frye,,Wythe County,1058
VA,County,Warren County School Board,VA,Warren County,,Member School Board (SHENANDOAH DISTRICT),C. Douglas Rosen,,Warren County,982
VA,County,,VA,Alleghany County,,Sheriff (ALLEGHANY COUNTY-COVINGTON CITY),Kevin W. Hall,,Alleghany County,2334
VA,County,Caroline County Board of Supervisors,VA,Caroline County,,Member Board of Supervisors (PORT ROYAL DISTRICT),Nancy Long,,Caroline County,509
VA,County,,VA,Fauquier County,,Commissioner of Revenue (FAUQUIER COUNTY),Ross W. D'Urso,,Fauquier County,13061
VA,County,,VA,Floyd County,,Sheriff (FLOYD COUNTY),Brian J. Craig,,Floyd County,2791
VA,County,Wythe County Board of Supervisors,VA,Wythe County,,Member Board of Supervisors (DISTRICT 6),B. Gene Horney,,Wythe County,753
VA,County,,VA,Nelson County,,Clerk of Court (NELSON COUNTY),Judy Stevens Smythers,,Nelson County,3847
VA,County,Goochland County School Board,VA,Goochland County,,Member School Board (DISTRICT 2),W. Kevin Hazzard,,Goochland County,795
VA,County,Rockbridge County School Board,VA,Rockbridge County,,Member School Board  (NATURAL BRIDGE DISTRICT),David B. McDaniel,,Rockbridge County,523
VA,County,,VA,Stafford County,,Clerk of Court (STAFFORD COUNTY),Kathy M. Sterne,,Stafford County,15361
VA,County,Mecklenburg County School Board,VA,Mecklenburg County,,Member School Board (DISTRICT 8),Kenneth H. Johnson,,Mecklenburg County,738
VA,County,,VA,Nelson County,,Sheriff (NELSON COUNTY),David W. Hill,,Nelson County,2095
VA,County,Frederick County Board of Supervisors,VA,Frederick County,,Member Board of Supervisors - Special (RED BUD DISTRICT),Blaine P. Dunn,,Frederick County,1246
VA,County,,VA,Campbell County,,Sheriff (CAMPBELL COUNTY),Steve A. Hutcherson,,Campbell County,6377
VA,County,,VA,Northampton County,,Sheriff (NORTHAMPTON COUNTY),"David L. Doughty, Jr.",,Northampton County,3509
VA,County,,VA,Henrico County,,Soil and Water Conservation Director Henricopolis District (HENRICO COUNTY),Nicole Anderson Ellis,,Henrico County,35300
VA,County,Charlotte County School Board,VA,Charlotte County,,Member School Board (COUNTY SEAT DISTRICT),Larry W. Fannon,,Charlotte County,254
VA,County,Sussex County School Board,VA,Sussex County,,Member School Board (HENRY DISTRICT),Terry G. Massenburg,,Sussex County,273
VA,County,Albemarle County School Board,VA,Albemarle County,,Member School Board At Large (ALBEMARLE COUNTY),"J. S. ""Jonno"" Alcaro",,Albemarle County,9184
VA,County,,VA,King George County,,Soil and Water Conservation Director Tri-County/City District (KING GEORGE COUNTY),Janet Gayle Harris,,King George County,3006
VA,County,,VA,Floyd County,,Clerk of Court (FLOYD COUNTY),Rhonda T. Vaughn,,Floyd County,4047
VA,County,,VA,Patrick County,,Sheriff (PATRICK COUNTY),Daniel M. Smith,,Patrick County,3636
VA,County,Appomattox County Board of Supervisors,VA,Appomattox County,,Member Board of Supervisors (APPOMATTOX RIVER DISTRICT),William H. Hogan,,Appomattox County,253
VA,County,,VA,Nottoway County,,Treasurer (NOTTOWAY COUNTY),Ellen Flynn Myatt,,Nottoway County,1486
VA,County,Roanoke County School Board,VA,Roanoke County,,Member School Board (CAVE SPRING DISTRICT),"Michael A. ""Mike"" Wray",,Roanoke County,3162
VA,County,,VA,Dickenson County,,Commissioner of Revenue (DICKENSON COUNTY),Michael Lee Yates,,Dickenson County,3267
VA,County,Smyth County Board of Supervisors,VA,Smyth County,,Member Board of Supervisors (ATKINS DISTRICT),Charles E. Atkins,,Smyth County,866
VA,County,,VA,New Kent County,,Commonwealth's Attorney (NEW KENT COUNTY),C. Linwood Gregory,,New Kent County,5491
VA,County,,VA,Isle Of Wight County,,Commissioner of Revenue (ISLE OF WIGHT COUNTY),Gerald H. Gwaltney,,Isle Of Wight County,7827
VA,County,Bedford County Board of Supervisors,VA,Bedford County,,Member Board of Supervisors (DISTRICT 1),Bill A. Thomasson,,Bedford County,1365
